Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Volume
-0.32275241449579645,-0.31488296200791605,-0.3202652263882026,-0.3247917633510164,-0.32197666122961016,-0.24473578338637547
-0.5327965254345639,-0.532748540943792,-0.5332123910212535,-0.5333323522481832,-0.5337642126651302,-0.978998275720338
-0.3220406365519318,-0.3175540946621763,-0.32148883090288544,-0.32715899423038813,-0.32156878905934166,2.2345974507433373
-0.5365233208845132,-0.5364193544878407,-0.5356755948808766,-0.5350837861613568,-0.5351717577277719,-1.0371488342789126
-0.2801981605988541,-0.28464471941167396,-0.28373302608313095,-0.2821335390586941,-0.2918264181907362,-0.14058659614624858
2.1900034372617845,2.3179220562561142,2.1462575685106735,2.173128767380406,2.4122516756636023,-0.039546873315830344
-0.3709208498143409,-0.3771108491239131,-0.37852639560039114,-0.37224041531315244,-0.3747196259991555,-0.5062524625339418
-0.23174183433050868,-0.24045102740301963,-0.2517753672251829,-0.24976799203564723,-0.2682500263953641,1.5171689553860732
-0.37244835610391236,-0.37332007035422726,-0.3778785929788481,-0.38142145587825355,-0.37952607249147197,1.5434921799579173
1.1296261973442265,1.16437497407561,1.1969243896698796,1.1285065632249236,1.1401827213347187,-0.03682341138456827
-0.38366072011815183,-0.3829249659237315,-0.38580403936875174,-0.37720681410674933,-0.3782624729037307,-0.5427976045905752
-0.33069384771854227,-0.33006204792467164,-0.3321573786857921,-0.3292543089966784,-0.3330290889373994,-0.5250879538433265
-0.47485525282752117,-0.473263763218213,-0.4770145589109633,-0.4785980471064352,-0.4790219061095459,0.20213356735600838
-0.34877599932570413,-0.35175103775356054,-0.34799225664180433,-0.3535744524015994,-0.3556537803350475,0.29586426177509995
-0.39705639845604956,-0.39224995596244067,-0.3891709471392043,-0.3919140645270376,-0.3916341549975349,-0.327136590243655
-0.4829406355238751,-0.4816930467612214,-0.48109323262915776,-0.48701932123819225,-0.4882989036600682,0.4888118895430564
-0.28705995477535534,-0.291002680433778,-0.2899230133965805,-0.2918184247743151,-0.2858843387501519,0.055541977971869584
-0.5298934637428653,-0.5303493164051981,-0.5305572491985429,-0.5298454792520934,-0.5297495102705496,-0.9790161462054513
-0.37609517340386756,-0.3769348979936678,-0.3792621497948115,-0.3784943899450463,-0.3789102555317359,-0.5675303559873384
-0.5342760472333635,-0.5347478947259536,-0.5348518611226261,-0.5344120032905505,-0.534763889556211,-0.87150730776403
-0.27896656266775016,-0.2740881354405683,-0.26178012955241187,-0.25583805011182764,-0.2548863617102263,0.15965542424176996
-0.34434543934184914,-0.33018201714901646,-0.330349962866718,-0.3237840770486843,-0.3136193624201748,1.433320639234619
-0.11725082735268492,-0.1466013568696473,-0.14421012974618203,-0.1402034287654378,-0.12467243658948388,4.486582373262052
0.007732764281677365,0.024575344534851953,0.04453684871016997,0.041345924059623285,0.039834388608063744,1.9319429148650276
-0.5339961377038609,-0.5338921713071885,-0.5338281919861593,-0.5346359309141526,-0.5358195483531922,-1.0041777892449328
-0.311436080086177,-0.3101085051761141,-0.31272365592447393,-0.3100765155155996,-0.31553874205104987,-0.1457869073142096
-0.40108709568088735,-0.4003993139811162,-0.4062374390211507,-0.40547767258780665,-0.40974030284879026,-0.6326861447103141
-0.314675021217156,-0.31968139908898113,-0.3142031737245659,-0.3111881562184814,-0.32321626857196556,0.013510596985462853
-0.535667597465748,-0.5349398326890411,-0.5350757887462282,-0.5351317706521286,-0.5352837215395729,-0.9708314640235745
-0.5273422883168271,-0.5282379988112356,-0.5287978178702407,-0.5286858540584397,-0.5294775981561757,-0.9491188246109536
-0.3954249217710982,-0.39013863836847806,-0.3896827777087301,-0.3938894260638132,-0.3936255033671527,-0.48514741961517216
-0.38694766973214817,-0.40000744063981253,-0.39196203702168675,-0.3963366310944714,-0.39521699697516854,0.27804738811717156
2.251463556530601,2.1517758049429774,2.2759756498947326,2.2191539274341334,2.2426263248418805,0.06827648566358449
-0.3738239035086244,-0.37738274924216453,-0.38025383326947115,-0.3828050086955094,-0.38892302727021627,-0.27718858435207044
-0.5342600524031063,-0.5342360601577203,-0.5350198068403276,-0.5354036827665026,-0.5356116155598475,-0.9082668956420226
2.138659928169478,2.1838455155842933,2.2819737112412173,2.1522556298571582,2.221833237445363,-0.3364149461144638
-0.4069012084819981,-0.4039901653700011,-0.40777293872714326,-0.4079008853730789,-0.40975628968163247,-0.3398782461294152
-0.32148883090288544,-0.32715899423038813,-0.32156878905934166,-0.32793474349786683,-0.3318614703273246,-0.2618199671546598
-0.4403144128881901,-0.44232976949802405,-0.43652363811721173,-0.43294079613957814,-0.43655563577514145,-0.1567951261439828
-0.5334203238145984,-0.532500621074804,-0.5323166805268452,-0.5337962023256447,-0.5341081015156619,-1.0095389347789132
-0.37227240497366704,-0.3674579650649295,-0.36784983840623314,-0.36164384826511115,-0.3611240122830416,-0.12486056924657259
-0.3750555134358511,-0.37890226211531486,-0.3798299742663605,-0.3703130462645638,-0.3611879876053632,0.24895423835277097
-0.38001390281819664,-0.39141822478906146,-0.396424598662179,-0.3956328625618581,-0.39979151043133904,0.1845490100045525
-0.29236222501081766,-0.2992959919247692,-0.2927301181028581,-0.29622499251278406,-0.29133857186918116,0.016816636731417464
-0.39804808193070934,-0.4016709069852785,-0.40404614327719407,-0.4024226600086638,-0.4027905411045814,-0.12809512705207413
-0.5338761764769312,-0.5329404789068796,-0.5329964608127801,-0.5312690191449926,-0.5323726624327456,-0.8859824007057772
-0.3687375514855129,-0.3738239035086244,-0.37738274924216453,-0.38025383326947115,-0.3828050086955094,-0.17068049307699218
-0.09936860312632417,-0.11725082735268492,-0.1466013568696473,-0.14421012974618203,-0.1402034287654378,2.392518927689288
-0.3409145402542447,-0.3529506620189802,-0.34203417437354766,-0.34871202400338247,-0.33159755962678683,2.436426709612588
-0.39458519718129786,-0.39779215664917744,-0.3980800715912238,-0.3962806491885709,-0.3993436551841349,-0.5638311655688919
-0.35387036076006695,-0.35369440962982157,-0.35554181652324646,-0.3533905038562255,-0.35443017981907216,-0.4825740697588615
-0.23050224698169114,-0.23174183433050868,-0.24045102740301963,-0.2517753672251829,-0.24976799203564723,1.261067033227827
-0.3959687539972612,-0.39640060641679303,-0.40097513186908634,-0.40117506324859487,-0.40108709568088735,-0.543851963212258
